"STEPHENS" "ECR" "ECR-ITERATIVE-1"
"z.3289" 3 3 3
"z.3290" 2 2 2
"z.3291" 2 2 2
"z.3292" 2 2 2
"z.3293" 6 6 6
"z.3294" 2 2 2
"z.3295" 3 3 3
"z.3296" 3 3 3
"z.3297" 3 3 3
"z.3298" 2 2 2
"z.3299" 6 6 6
"z.3300" 3 3 3
"z.3301" 2 2 2
"z.3302" 2 2 2
"z.3303" 2 2 2
"z.3304" 2 2 2
"z.3305" 3 3 3
"z.3306" 2 2 2
"z.3307" 6 6 6
"z.3308" 6 6 6
"z.3309" 2 2 2
"z.3310" 2 2 2
"z.3311" 2 2 2
"z.3312" 2 2 2
"z.3313" 2 2 2
"z.3314" 6 6 6
"z.3315" 6 6 6
"z.3316" 2 2 2
"z.3317" 3 3 3
"z.3318" 2 2 2
"z.3319" 2 2 2
"z.3320" 3 3 3
"z.3321" 2 2 2
"z.3322" 2 2 2
"z.3323" 3 3 3
"z.3324" 2 2 2
"z.3325" 2 2 2
"z.3326" 5 5 5
"z.3327" 3 3 3
"z.3328" 2 2 2
"z.3329" 6 6 6
"z.3330" 6 6 6
"z.3331" 6 6 6
"z.3332" 2 2 2
"z.3333" 3 3 3
"z.3334" 2 2 2
"z.3335" 6 6 6
"z.3336" 2 2 2
"z.3337" 2 2 2
"z.3338" 3 3 3
"z.3339" 3 3 3
"z.3340" 2 2 2
"z.3341" 2 2 2
"z.3342" 4 4 4
"z.3343" 1 1 1
"z.3344" 2 2 2
"z.3345" 3 3 3
"z.3346" 2 2 2
"z.3347" 2 2 2
"z.3348" 2 2 2
"z.3349" 2 2 2
"z.3350" 6 6 6
"z.3351" 6 6 6
"z.3352" 2 2 2
"z.3353" 6 6 6
"z.3354" 2 2 2
"z.3355" 2 2 2
"z.3356" 2 2 2
"z.3357" 3 3 3
"z.3358" 2 2 2
"z.3359" 3 3 3
"z.3360" 2 2 2
"z.3361" 4 4 4
"z.3362" 2 2 2
"z.3363" 3 3 3
"z.3364" 2 2 2
"z.3365" 6 6 6
"z.3366" 3 3 3
"z.3367" 2 2 2
"z.3368" 3 3 3
"z.3369" 3 3 3
"z.3370" 4 4 4
"z.3371" 2 2 2
"z.3372" 2 2 2
"z.3373" 2 2 2
"z.3374" 6 6 6
"z.3375" 2 2 2
"z.3376" 2 2 2
"z.3377" 2 2 2
"z.3378" 2 2 2
"z.3379" 2 2 2
"z.3380" 3 3 3
"z.3381" 2 2 2
"z.3382" 2 2 2
"z.3383" 2 2 2
"z.3384" 2 2 2
"z.3385" 6 6 6
"z.3386" 2 2 2
"z.3387" 6 6 6
"z.3388" 5 5 5
"z.3389" 2 2 2
"z.3390" 4 4 4
"z.3391" 2 2 2
"z.3392" 2 2 2
"z.3393" 2 2 2
"z.3394" 2 2 2
"z.3395" 2 2 2
"z.3396" 3 3 3
"z.3397" 6 6 6
"z.3398" 4 4 4
"z.3399" 5 5 5
"z.3400" 2 2 2
"z.3401" 2 2 2
"z.3402" 2 2 2
"z.3403" 2 2 2
"z.3404" 2 2 2
"z.3405" 3 3 3
"z.3406" 3 3 3
"z.3407" 2 2 2
"z.3408" 2 2 2
"z.3409" 6 6 6
"z.3410" 2 2 2
"z.3411" 2 2 2
"z.3412" 2 2 2
"z.3413" 6 6 6
"z.3414" 2 2 2
"z.3415" 6 6 6
"z.3416" 3 3 3
"z.3417" 2 2 2
"z.3418" 6 6 6
"z.3419" 2 2 2
"z.3420" 2 2 2
"z.3421" 3 3 3
"z.3422" 5 5 5
"z.3423" 2 2 2
"z.3424" 2 2 2
"z.3425" 2 2 2
"z.3426" 2 2 2
"z.3427" 2 2 2
"z.3428" 2 2 2
"z.3429" 2 2 2
"z.3430" 2 2 2
"z.3431" 2 2 2
"z.3432" 6 6 6
"z.3433" 6 6 6
"z.3434" 2 2 2
"z.3435" 4 4 4
"z.3436" 6 6 6
"z.3437" 2 2 2
"z.3438" 3 3 3
"z.3439" 3 3 3
"z.3440" 2 2 2
"z.3441" 5 5 5
"z.3442" 6 6 6
"z.3443" 2 2 2
"z.3444" 2 2 2
"z.3445" 2 2 2
"z.3446" 2 2 2
"z.3447" 3 3 3
"z.3448" 2 2 2
"z.3449" 2 2 2
"z.3450" 2 2 2
"z.3451" 3 3 3
"z.3452" 2 2 2
"z.3453" 2 2 2
"z.3454" 3 3 3
"z.3455" 2 2 2
"z.3456" 2 2 2
"z.3457" 6 6 6
"z.3458" 2 2 2
"z.3459" 2 2 2
"z.3460" 3 3 3
"z.3461" 3 3 3
"z.3462" 2 2 2
"z.3463" 2 2 2
"z.3464" 2 2 2
"z.3465" 2 2 2
"z.3466" 3 3 3
"z.3467" 2 2 2
"z.3468" 2 2 2
"z.3469" 2 2 2
"z.3470" 5 5 5
"z.3471" 2 2 2
"z.3472" 2 2 2
"z.3473" 6 6 6
"z.3474" 2 2 2
"z.3475" 2 2 2
"z.3476" 2 2 2
"z.3477" 2 2 2
"z.3478" 2 2 2
"z.3479" 2 2 2
"z.3480" 2 2 2
"z.3481" 2 2 2
"z.3482" 4 4 4
"z.3483" 2 2 2
"z.3484" 4 4 4
"z.3485" 6 6 6
"z.3486" 2 2 2
"z.3487" 2 2 2
"z.3488" 3 3 3
"z.3489" 2 2 2
"z.3490" 2 2 2
"z.3491" 2 2 2
"z.3492" 2 2 2
"z.3493" 6 6 6
"z.3494" 2 2 2
"z.3495" 2 2 2
"z.3496" 6 6 6
"z.3497" 4 4 4
"z.3498" 3 3 3
"z.3499" 3 3 3
"z.3500" 2 2 2
"z.3501" 2 2 2
"z.3502" 2 2 2
"z.3503" 2 2 2
"z.3504" 6 6 6
"z.3505" 3 3 3
"z.3506" 3 3 3
"z.3507" 2 2 2
"z.3508" 2 2 2
"z.3509" 2 2 2
"z.3510" 2 2 2
"z.3511" 6 6 6
"z.3512" 2 2 2
"z.3513" 2 2 2
"z.3514" 2 2 2
"z.3515" 2 2 2
"z.3516" 2 2 2
"z.3517" 2 2 2
"z.3518" 2 2 2
"z.3519" 3 3 3
"z.3520" 3 3 3
"z.3521" 2 2 2
"z.3522" 2 2 2
"z.3523" 2 2 2
"z.3524" 6 6 6
"z.3525" 2 2 2
"z.3526" 6 6 6
"z.3527" 2 2 2
"z.3528" 2 2 2
"z.3529" 2 2 2
"z.3530" 6 6 6
"z.3531" 2 2 2
"z.3532" 2 2 2
"z.3533" 2 2 2
"z.3534" 6 6 6
"z.3535" 2 2 2
"z.3536" 2 2 2
"z.3537" 2 2 2
"z.3538" 3 3 3
"z.3539" 2 2 2
"z.3540" 2 2 2
"z.3541" 2 2 2
"z.3542" 3 3 3
"z.3543" 2 2 2
"z.3544" 2 2 2
"z.3545" 2 2 2
"z.3546" 6 6 6
"z.3547" 2 2 2
"z.3548" 3 3 3
"z.3549" 6 6 6
"z.3550" 2 2 2
"z.3551" 2 2 2
"z.3552" 2 2 2
"z.3553" 3 3 3
"z.3554" 6 6 6
"z.3555" 4 4 4
"z.3556" 6 6 6
"z.3557" 6 6 6
"z.3558" 6 6 6
"z.3559" 2 2 2
"z.3560" 3 3 3
"z.3561" 2 2 2
"z.3562" 4 4 4
"z.3563" 3 3 3
"z.3564" 3 3 3
"z.3565" 2 2 2
